TicketID,Title,Description,Priority,CustomerID,CategoryID
7679,Connectivity,Get study three.,High,463,15
8910,Connectivity,Employee story build improve.,High,205,15
2841,Concern,Name pattern make ever.,Low,504,20
4911,Technical,Prevent role off.,Low,1945,4
2004,Configuration,May generation culture.,Low,318,5
527,Access,It left side morning.,High,2132,11
6858,Help,Another indeed record.,Low,2641,3
5927,IT,Decide rest call benefit.,High,262,20
6930,Connectivity,Deep it court class seem.,High,1615,11
4254,Issue,House home ahead arrive.,High,927,2
8293,Setup,Three least all summer coach.,Low,595,5
2278,Troubleshooting,Explain head dinner give.,High,1226,9
6950,Setup,Accept color leg easy.,Medium,2322,3
3228,Troubleshooting,Cost doctor art traditional.,Medium,1832,9
3603,Help,Plan take feeling face.,High,653,11
4890,Technical,Total thing deal.,Medium,2404,2
5063,IT,Indeed memory majority.,Low,2085,12
3597,Connectivity,Change should in.,High,2348,11
2978,Installation,Couple well you understand.,Low,850,18
3345,Configuration,Still water next eat.,Low,1903,7
1638,Performance,Become hold apply food.,High,1649,1
8479,Troubleshooting,Dream surface couple.,Low,147,8
1808,Setup,Herself poor woman its.,High,264,17
3651,Configuration,But door eight build.,High,2079,5
3044,Connectivity,Let price face.,Low,487,17
697,Problem,Teach style type.,Medium,530,14
7986,Performance,Office light let able.,High,2224,5
6450,Inquiry,Gun another finally blue.,High,1281,12
6184,Setup,How simple generation hope.,Medium,2927,14
2640,Error,Major several tell.,Medium,949,4
6397,Configuration,Bad choose security.,High,1883,14
4477,Access,Resource data sing.,High,2188,16
1577,Assistance,Black pass training few.,High,819,13
2621,Troubleshooting,Continue serious who.,High,259,3
6314,Help,Lead you Mrs movement reach.,Low,2862,1
6558,Error,Another reduce western.,Medium,2768,8
255,Issue,Go be light try.,Low,601,19
3878,Setup,After religious common.,Medium,2472,1
2447,Technical,Way they attack song.,Low,243,20
9468,Technical,Month well run line similar.,Low,1886,12
3383,Error,More ever fire western.,High,2888,1
8356,Concern,Final interest choice.,Low,512,16
4771,Issue,Light relate partner.,Low,1776,3
2437,Concern,College perform society.,Low,2303,1
2337,Connectivity,Change expert show.,Low,1516,10
1154,Incident,Recent tax decade rise.,Low,2070,13
9380,Request,Admit buy above agreement.,Medium,2085,6
460,Problem,Realize success follow.,Low,1347,10
7201,Assistance,Be short audience else.,High,1928,12
1866,Installation,Cover support lose.,Medium,1188,4
6029,Problem,Can film teach pass.,High,912,13
4177,Help,Sit everyone us with than.,Medium,2198,9
4338,Inquiry,Discuss foot sense.,Low,2945,10
3921,Performance,White benefit here pull face.,Medium,1257,5
1343,Concern,Friend perform guy man.,Low,2100,15
2870,Request,Far spring risk decade.,Medium,2019,14
2935,Troubleshooting,This bar now wife be.,Medium,754,16
2684,Setup,Off allow one manager call.,High,765,12
2327,Issue,Power great six position.,High,1927,9
3050,Setup,Hair too learn not.,Medium,1783,15
2200,Setup,Painting with dinner camera.,Low,2625,16
9153,Inquiry,Yard yard become cause.,Medium,2194,17
1659,IT,Idea card compare account.,Low,167,4
9371,Incident,Two word my.,Low,630,18
2037,Performance,Book travel sure win.,High,2376,1
20,Assistance,Leave eye smile coach sit.,Low,1300,8
5124,Configuration,Bill include value activity.,Low,1055,18
2147,Request,Admit go in field.,Low,2443,5
301,Performance,Able work need my.,Low,2426,19
7120,Access,Base city against third hard.,High,1846,17
2363,Maintenance,May face commercial politics.,Medium,972,16
6968,Troubleshooting,Great visit relate.,Low,1806,2
7771,Technical,Herself mother air since.,High,2740,1
1652,Problem,Seven create charge.,High,678,8
631,Technical,Owner think in.,High,1405,12
5166,Setup,Their prove arm their.,High,870,19
3904,Assistance,Democrat occur everything.,High,1939,7
4010,Troubleshooting,Poor push western goal.,Medium,512,7
9537,Help,Add during occur kid until.,Medium,2310,6
8889,Installation,Oil ever feel five evening.,Low,1623,7
9042,Support,Catch full wall.,Low,2964,7
4468,Maintenance,Nearly dinner mother around.,High,2775,10
4948,Technical,Ball job mention above town.,Medium,2653,13
1436,Installation,Pick nearly course bed.,High,1546,12
820,Request,Over talk push newspaper.,Medium,744,4
7739,Access,Enough check out season.,High,801,18
7550,Technical,Vote in task sing service.,Medium,2762,6
55,Concern,Image instead look many.,Low,10,14
9444,Assistance,Suddenly interesting class.,Low,2231,13
9091,Problem,Teacher again Mrs sense size.,Medium,2382,2
1633,Error,Civil rich bank example.,Low,1346,16
5280,Maintenance,Story act most door.,High,1441,2
2605,Problem,Share skin truth represent.,High,2055,15
6464,Error,Visit mother condition cost.,Low,982,9
3653,Help,Bit cup TV somebody.,Medium,1687,2
6904,Troubleshooting,Program attorney job while.,Medium,10,8
1937,Connectivity,Television nation year.,High,2219,6
9901,Issue,Anyone worker now break.,Medium,2713,8
7164,Inquiry,Stand stage force near happy.,Medium,1090,19
9854,Troubleshooting,Blood believe spend notice.,Low,2832,2
6191,Request,Car act stop.,Medium,2375,3
1483,Incident,Mean either up north.,High,1344,8
8370,Assistance,Grow throw region piece left.,High,1700,10
9997,Error,Today put coach.,High,2228,14
9995,Access,Fill apply tree reduce large.,Low,30,20
1957,Problem,A career have fish section.,High,1699,10
1865,Technical,Impact magazine traditional.,Low,2012,20
9650,Error,Hour south pick democratic.,High,676,14
1046,Technical,Crime respond become hotel.,High,1415,9
6486,Request,Mrs respond plan expect.,Medium,371,14
7544,Setup,Base hot argue single speak.,Low,628,16
5989,Request,Rate own onto.,Medium,2619,11
4364,Setup,East watch big issue than.,Medium,1159,17
4956,Request,Line operation member above.,High,2234,12
3644,Access,Watch adult always.,Low,940,11
7863,Concern,Back child measure front.,Low,1687,3
6721,Assistance,Although itself see find.,Medium,2174,16
232,Access,Account another back lose.,High,394,7
5272,Help,Else boy maybe fall.,Low,2587,2
1873,Inquiry,Wall look hold budget PM.,High,2916,12
5536,Access,Treat most single safe.,Medium,1056,6
4343,Access,Fill six pay election health.,Medium,246,15
9534,Error,Democratic sea foreign.,Low,2006,6
3334,Request,Design second including.,Medium,2652,7
6301,Incident,Financial oil fish board.,High,1151,7
5758,Setup,Order time budget course.,High,1581,11
2221,Access,Able shoulder me dog.,High,1667,15
5647,Concern,Population born blue phone.,Low,758,10
7693,Issue,Truth listen his.,Medium,2192,9
9785,Connectivity,Accept not address must.,Medium,32,12
7524,Incident,Crime leg area end maintain.,Medium,2441,6
3439,IT,With since gun have.,High,1706,16
6072,Problem,Strong page attack sometimes.,Low,1122,10
8284,IT,Poor approach money Mrs fish.,High,1539,2
9866,Connectivity,Pull wait every I data.,High,1783,2
2589,Maintenance,Member ahead home personal.,High,1650,8
7530,Installation,Successful really wish.,Low,1432,20
2774,Support,Especially door radio artist.,Medium,913,10
6596,Access,Represent avoid most.,Low,915,5
8682,Incident,People shake ask already.,Low,500,11
2105,Inquiry,Ten and group sort.,Low,270,11
3875,Concern,Land so age go.,Medium,995,19
5183,Inquiry,Care make half race.,Low,1247,4
7311,Assistance,Different suffer there.,Medium,434,14
5676,Maintenance,Art wrong look.,Medium,1816,9
8278,Request,Time institution season per.,Low,656,2
1143,Configuration,Way analysis itself.,Medium,404,5
8795,Request,Seek present his score teach.,Low,2563,18
5900,Connectivity,With nor thus design.,High,287,9
2050,Configuration,Might land his year.,High,443,3
8493,Issue,Carry these hour piece.,Low,238,20
3506,Configuration,Effort son wrong.,Low,2502,2
6079,Setup,Around animal speak.,Medium,736,14
1905,Problem,Spend wish will series.,Low,646,12
7356,Inquiry,Word stage tree.,Low,432,11
59,Maintenance,Wait begin already will.,Low,1151,2
9770,Incident,Gun any this people.,High,1380,13
7057,Connectivity,That only draw.,Low,2621,18
5002,Setup,Take beautiful least visit.,High,1803,8
9445,Error,Forward audience why.,Medium,2092,4
6431,IT,Stay east matter likely.,High,1871,17
9407,Issue,Purpose movie wife.,Low,1228,16
7288,Configuration,Act here nation finish.,Medium,159,6
1511,Issue,Upon Mrs Congress.,Low,205,18
3765,Error,Can work body.,Medium,406,15
1153,Incident,All someone herself window.,High,208,4
7019,Setup,Without forget forward high.,High,861,20
1399,Inquiry,Avoid hit reason give.,High,1873,16
8753,Inquiry,Suggest group pass.,Low,1001,15
3195,Setup,Add forget development fast.,Low,1533,19
7774,Installation,Kind focus our end edge.,Low,2200,2
7976,Technical,Break decade speech site end.,High,2897,9
320,Maintenance,Begin attack present.,Medium,1566,6
8263,Maintenance,Yeah really his order peace.,Low,712,5
6036,Maintenance,Indeed party yard show.,High,612,11
8136,Installation,Nor week three plant.,Medium,2509,17
3595,Concern,Possible couple notice.,High,213,14
8858,Support,Away agent where pick beyond.,Medium,2228,12
8982,Performance,Technology bed allow.,Low,2407,13
438,Support,Reason glass situation do.,Medium,2847,11
7236,Help,Travel rise quality agent.,Medium,271,9
9563,Configuration,Manager evening build dinner.,Medium,2065,10
6197,Incident,End guess law.,Low,285,1
2866,Configuration,Great general game.,Medium,575,8
6244,Error,Painting issue upon.,Medium,906,8
5482,Access,Get natural ever main.,Low,1538,3
6974,Problem,Than box cut.,Medium,2151,12
4122,Setup,Marriage relate contain room.,Medium,2461,12
6471,Access,Word end view herself.,Medium,2779,5
3207,Connectivity,Group lawyer meeting.,Low,2060,19
5271,Incident,Voice program door every art.,Low,2780,20
3821,Technical,Thus husband model meeting.,High,1325,14
2568,Request,Address great wish present.,High,35,4
5000,Request,Allow but firm guess open.,Low,1759,1
3665,Help,East blood early dog.,Low,329,13
9258,Setup,Expert peace her scientist.,Medium,375,15
510,Incident,Often true education green.,High,2432,5
5505,Connectivity,Each step leader no.,High,2284,3
2783,Access,Perform issue health poor.,Low,966,19
7196,Troubleshooting,Fast action rock tax.,Medium,2874,12
4149,Access,Blue inside step.,Medium,1644,11
7482,Setup,Admit court perhaps.,Low,1219,19
2128,Support,Anyone significant forward.,Medium,170,1
9557,Inquiry,Major summer she court.,Medium,630,15
208,Assistance,Perhaps fact lose natural.,Medium,2608,14
5597,Troubleshooting,Gas occur miss.,Low,2858,7
8981,Performance,Cultural ahead class.,Medium,360,15
4938,Connectivity,Fall yeah turn with factor.,Medium,2219,10
6847,Concern,Example age deal be network.,Low,1816,4
8042,Configuration,We while sort only training.,High,46,16
1370,Problem,Add certain hold budget.,High,2800,17
572,Inquiry,Together arrive war teach.,High,505,7
534,IT,Grow resource protect.,High,1258,3
3811,Issue,Tax firm most.,High,1037,4
7496,Setup,Stock staff east try.,High,328,1
7508,Installation,Yet might level member civil.,Low,1304,14
9661,Configuration,Significant whatever push.,High,2448,12
9398,IT,Impact we art none.,High,790,14
2272,IT,Style policy figure service.,Medium,1953,13
6161,Issue,Prepare ready use.,High,1004,4
1411,Inquiry,Bag small focus too.,High,765,16
6130,Help,Approach spring plan contain.,Medium,2565,3
6386,Installation,Simply town herself pay.,Low,1133,2
6373,Problem,Protect feel should me.,Medium,1690,10
3676,Inquiry,Drug positive with.,High,1056,14
1521,Configuration,Last sit yard magazine.,High,238,6
4252,Incident,Window difference grow tend.,Low,2989,14
4447,Performance,Minute song eat hard.,High,1855,12
8923,Installation,Area enjoy mission pay.,Medium,570,8
2817,Setup,Record notice either side.,Low,1832,15
5635,Problem,Support treatment talk.,Medium,180,3
1453,Problem,News reflect doctor.,High,851,14
4448,Request,Feeling six price fear.,High,1645,14
5356,Installation,Office bag be among.,Medium,747,7
3321,Assistance,Mean price try feel.,Low,207,2
1541,Maintenance,New first once positive.,Medium,2423,15
5358,Issue,Plan against quite by.,Low,113,16
9154,Access,Activity year that memory.,Low,1932,6
5082,Request,Son half forward likely fall.,High,1344,13
4684,Troubleshooting,Total drop degree sign.,Medium,1038,5
2611,Performance,Fact test message these.,Medium,1936,10
8502,Configuration,As member seem.,Low,1647,11
9084,Maintenance,Behavior red role.,High,1727,18
274,Installation,Name law so idea.,Medium,1689,16
9944,Setup,Imagine read push.,Low,2998,12
4362,Configuration,Company education remember.,Medium,1887,19
5875,Performance,Information team today seek.,High,38,4
5903,Technical,Where provide if.,Low,1140,2
7964,Connectivity,Choose former store field.,Medium,209,7
1244,Incident,Imagine director television.,Low,1047,10
6723,Setup,Hotel per lead key anyone.,Low,307,19
7872,Setup,Able building charge.,Low,446,16
8146,Problem,Defense sell lay role plan.,Low,342,14
9352,Performance,Be data quite direction.,High,74,1
9242,Connectivity,Your Mr also join.,Medium,938,12
6889,Request,Wide student since strong.,High,1444,18
1277,Assistance,Mr company appear floor next.,Low,1190,7
3030,Support,Effect officer week all sing.,Medium,2741,19
957,Installation,Start summer safe.,Medium,200,20
4336,Support,Take think level.,Low,167,6
7943,Issue,Summer run trial.,Medium,527,15
620,Request,Education player court.,High,1245,17
371,Concern,Alone fly air stop rule put.,Low,210,14
1480,Troubleshooting,Face fly product itself.,High,1102,18
9408,Troubleshooting,Baby yard brother care watch.,High,2241,3
5939,Concern,Box nice forget medical.,High,2900,18
1332,Assistance,Focus hot room view cut with.,Low,2199,5
1677,Inquiry,Fly Mr month result.,Medium,944,16
9294,Error,Develop fire base story.,Low,2500,9
5674,Performance,Test any year send close dog.,Low,2705,16
4760,Setup,People subject require.,Medium,2665,14
5259,Concern,Media drug nor doctor.,Low,2825,3
2133,Issue,High walk Mr order tend bit.,High,1841,8
9777,Setup,Phone cup throw front.,Low,2300,3
4423,Connectivity,Open standard by pay third.,High,679,13
2585,Issue,Wind something bar.,Medium,929,1
3689,Error,Decision think now game born.,High,2681,12
9780,Problem,Friend on quickly save.,Medium,828,9
4406,Access,Current later lead yeah.,Medium,1499,19
5283,Error,Develop half floor.,Medium,1815,18
3409,Assistance,Else year sell.,Low,1210,18
7977,Configuration,Son at cold light.,High,2209,6
34,Concern,Nearly carry director pass.,Medium,469,3
339,Assistance,Company fish certain step.,High,490,18
6541,Installation,Risk notice wall.,Medium,2590,2
1180,Assistance,Pull different support you.,Low,2219,15
5399,Request,Interest detail four.,Medium,2853,4
6757,Installation,Evening cultural see end.,High,2075,2
6659,Access,Fast pay bar both represent.,Medium,1929,3
3355,Assistance,Ball discussion next common.,Low,489,1
9981,Support,Security happy election.,High,2224,15
8198,Support,Build senior partner air.,Medium,255,13
2800,Support,Reveal run memory region own.,Low,604,20
389,Request,Wait way order save.,High,2511,9
2073,Issue,Notice site run it it start.,High,434,6
7357,Access,Ball learn not support.,High,2897,19
7265,Maintenance,Pay down world guess.,Low,1057,20
906,Connectivity,Agent side career.,Low,743,11
10,Access,Garden fire away.,Low,757,11
7188,Support,Treat form pass side.,Low,2422,6
8507,Installation,Magazine short vote training.,Medium,1820,8
4190,Installation,Write former purpose common.,Medium,2987,8
8303,Inquiry,Open forward field big.,Medium,64,15
1980,Inquiry,Serious enter increase.,High,2409,1
8452,Inquiry,Respond save law up.,High,2933,8
853,Installation,Hear agent there appear song.,Low,2662,11
4650,Setup,Usually than develop close.,Low,2574,13
1615,Problem,Can garden face their go way.,Medium,2317,12
1032,Error,Happy American gas book.,Low,1587,13
4701,Troubleshooting,Last attorney mouth guy stop.,Medium,1752,17
6457,Setup,Goal couple top between.,Medium,2968,1
9539,Access,Company short report.,High,2555,14
3384,Issue,Bar measure employee apply.,Medium,1634,6
2786,Request,Sell serious leg continue.,Medium,1008,3
2612,Installation,Let issue group.,High,2526,11
2468,Installation,Poor long indeed enough.,Medium,745,13
9565,Error,Culture step defense staff.,Medium,1847,13
9811,Issue,Else party teacher down.,High,2125,11
4729,Assistance,Fund crime carry.,Low,2356,12
4224,Access,By actually cell so.,Medium,1809,5
5269,Assistance,Maybe manager radio kitchen.,Medium,45,14
1769,Configuration,Use west state any.,Low,2138,12
9489,Troubleshooting,Cultural dark treat.,High,840,3
1806,Troubleshooting,Sea number trial woman.,Low,2827,16
2674,Maintenance,Drop fill position.,High,119,11
3627,IT,Let color couple.,Medium,1243,18
1906,Troubleshooting,The artist man sing receive.,Low,152,16
2448,Assistance,View field travel.,Low,1466,19
3831,Configuration,Continue card school agency.,Medium,643,5
1408,Installation,New they student.,Low,664,10
2067,Incident,Pm movie chair man yourself.,High,783,3
4353,Support,All in meeting make ball.,High,2849,19
243,Inquiry,Investment product short hot.,Medium,2400,6
393,Help,Time something study.,Medium,413,3
8202,Request,Successful until address.,High,2618,5
3075,IT,Those someone film keep of.,Low,2632,16
4557,Setup,Catch man beat avoid across.,Low,1980,2
6070,Installation,Above get ability.,Low,1026,18
4471,Connectivity,Out conference oil thus.,Medium,1556,19
7845,IT,Born part admit allow we.,Low,175,14
9058,IT,This no behavior two pull.,High,249,3
3111,Problem,Southern bank around section.,High,2707,2
6238,Request,Student account matter then.,High,2028,4
3562,Installation,Check yeah term white risk.,Low,908,3
7528,Configuration,Floor close drop bad.,High,2986,19
7705,Help,Left toward message rise.,High,1772,3
9435,Support,Bar amount its very.,High,123,20
5862,Help,Speech interview team.,Low,1863,2
4175,Problem,Western myself cup as.,Low,488,14
4316,Problem,Ten sense cell window seven.,Low,271,16
1295,Issue,Toward sit benefit bad for.,Low,2296,3
5534,IT,This fund range imagine.,Medium,2667,4
9,Access,Task leg middle son.,Low,222,12
2279,Support,Same low drive perform.,High,2983,1
6536,Concern,Serve player onto not.,Low,66,6
2849,Connectivity,Church fill hit detail.,Low,419,8
9709,Concern,Sport degree we them.,Medium,2421,3
3817,Installation,Base star light world check.,Low,2494,14
8215,Assistance,Piece improve glass cover.,High,2942,7
7435,Troubleshooting,Certainly pass food.,Low,2168,10
1991,Error,Cold present cut reason.,Low,1599,4
5540,Technical,Ground happen citizen.,Low,2081,17
4773,Help,Science issue program today.,Low,2235,5
570,Technical,President trouble half.,Low,2055,9
1202,Maintenance,Listen however seek peace.,High,973,5
2168,Connectivity,Past economy kitchen range.,Low,469,15
8674,Concern,Place perform commercial.,High,2349,20
5706,Troubleshooting,Energy return range maybe.,Medium,2773,13
9962,Setup,Result most star accept away.,Medium,138,2
6340,Request,Season mention model.,High,1806,2
954,Troubleshooting,Present our tell.,High,1637,6
7067,Installation,Idea culture sort address.,Medium,1477,19
8766,Access,Happy remain many part war.,Medium,2778,1
508,Support,Natural hand million data.,Low,177,13
8112,Issue,Traditional well police.,High,453,20
9704,Assistance,Inside company prove.,Medium,1336,11
1140,Technical,Follow city impact baby.,Low,143,14
844,Installation,Everything pattern possible.,High,2153,11
2664,Incident,Answer voice there possible.,Medium,2270,15
8974,Troubleshooting,Meet guy activity.,Medium,1034,9
4260,Error,Moment job so.,Low,2142,12
4205,Issue,Right hot hot wind.,High,674,7
3214,Inquiry,Wait argue step shoulder.,Medium,1255,2
597,Concern,Finish region pretty.,Medium,2188,11
4514,Help,Brother total specific sound.,High,2487,10
3643,Inquiry,Letter top certainly guess.,High,166,19
4977,Setup,Office it budget.,Medium,1208,12
285,Help,Weight check law amount.,Low,2683,19
4360,Maintenance,And adult wish pull account.,Medium,660,15
8874,Access,Too trip project his.,Low,2536,16
3532,Inquiry,Station southern professor.,Low,2419,4
8299,Inquiry,Offer open part each.,High,2628,20
9991,Access,Him think Democrat deep.,High,641,9
1024,Concern,Free range then debate move.,Medium,2675,13
7104,Performance,Treat home card.,Medium,262,16
4895,Performance,Attorney music class nature.,Medium,1953,17
195,Troubleshooting,Address oil anyone.,High,2151,5
8694,Assistance,Democrat fight force green.,Low,2852,8
497,Technical,Hope night just.,Medium,1312,12
9675,Setup,Government book if director.,Medium,163,5
1496,Connectivity,Reason talk happy.,High,1006,8
7667,Request,Quality keep thus catch test.,High,2095,12
3066,Issue,Mr interesting usually.,Low,1258,4
9395,Error,Itself begin among clear.,Low,1104,12
9417,Request,Hard major sister seem ten.,Medium,1291,20
6761,Configuration,Two imagine owner conference.,High,1423,19
8261,Connectivity,President voice ball.,Medium,1960,12
7897,Access,Capital fill natural truth.,Low,2195,3
8774,Configuration,Church than choose.,Low,657,12
1000,Maintenance,Son fight child century.,High,1971,5
5037,Configuration,Run fly born. Under art run.,Low,1249,4
2714,Help,Visit watch heart now.,Low,1167,6
1917,Inquiry,Put fight control specific.,Low,810,5
3877,Support,College close gas.,Medium,1021,2
7758,Technical,Interesting daughter race.,High,2071,16
1350,Installation,Should his class form.,Low,633,2
7513,Incident,Drug paper job hot wife.,Medium,2636,7
9365,Troubleshooting,That once available.,Medium,152,16
4836,Technical,Though enough short.,High,1607,6
5775,Help,Teach choose because mission.,Low,1170,18
1985,Access,Right laugh say half.,High,1932,18
1791,Maintenance,Few third manage.,High,659,7
5859,Help,Agree look assume act.,Medium,2588,15
6982,Problem,Put staff arrive gas threat.,High,2153,19
679,Incident,Statement someone guy head.,Low,618,7
6812,Support,Happen economic need.,Medium,551,17
9201,Assistance,Fish share save forget.,Low,2056,7
1228,Issue,Mean occur table.,Low,26,14
7819,Maintenance,About join road none.,High,1449,7
6993,Incident,Continue leave live.,High,2934,3
2270,Technical,Reflect civil drop final.,Low,553,18
9460,IT,Less agreement president.,Low,2546,16
1276,Error,Community girl under hard.,High,1382,18
3326,Issue,Throw enter child sign.,Medium,1805,9
6014,Issue,His test value will.,High,1882,14
8480,Concern,Husband director political.,Low,2646,5
3849,Troubleshooting,Main fast let item whatever.,Low,2698,17
4100,Incident,Night hit nation yes eight.,High,1563,17
689,Request,Film task customer black.,High,588,14
2544,Performance,Care bed property attorney.,Medium,1816,12
2525,Request,Agent today along why hair.,Medium,2915,13
8110,Support,Run water method apply by.,Medium,2735,12
8992,Installation,Measure bag seem form.,Medium,2056,4
8148,Problem,Money money situation he.,Low,1796,18
8949,Access,In southern process glass.,High,204,10
6882,Request,Ready people our.,Medium,2950,2
9322,Support,Area too must her seek north.,Low,2767,3
1454,IT,Develop attack about crime.,Medium,2857,20
9877,Assistance,In natural street may worry.,Medium,182,11
1833,Assistance,Find employee fund.,High,1923,20
5959,IT,Job some soldier evening.,Low,2926,12
9834,Inquiry,Various hotel election far.,Low,1649,20
9817,Request,Really herself finish.,High,2397,18
3041,Connectivity,Or free need deep fine.,High,2847,11
2831,Access,Next law month decade find.,Medium,906,16
1857,Installation,Town million foreign program.,High,1712,18
5436,Request,Wife everything wear mean.,Low,2418,16
4537,Help,Science thank fine.,Low,1947,17
5133,Issue,Authority child quite.,Medium,753,18
824,Configuration,For inside kind nation much.,Low,1206,20
4700,Assistance,Medical common as.,Low,147,14
3058,Incident,Gun very hour one.,Low,407,12
4858,Problem,Ground oil vote partner step.,Low,1917,12
9559,Connectivity,Network expect probably ago.,Low,266,9
6451,Maintenance,Fund remain believe allow.,Medium,2078,10
8482,Performance,Party picture until.,Low,1405,16
6926,Assistance,Opportunity only morning.,Medium,212,9
4394,Assistance,Shake of others manage fact.,Low,1254,17
3083,Request,Yet recognize somebody.,Low,1706,11
4341,Problem,Safe throughout option about.,Medium,2820,5
9333,Performance,Wish west serious maybe.,High,2927,9
9966,Technical,Hotel anything career very.,Medium,1976,3
9376,IT,Service yard cell begin past.,Low,1918,6
7915,Issue,Floor stage require what.,High,1884,3
2523,Installation,Future view practice.,Low,840,4
1729,Concern,Scientist today trial miss.,Medium,1377,18
3434,Request,Second pattern card.,Low,2811,9
5591,Performance,Way do central tend beat.,High,1973,17
8292,Performance,Order director energy safe.,Medium,1291,8
7202,Access,Trip any catch.,High,325,8
7454,Setup,Forget capital to away.,Low,726,7
6864,Installation,Join job now.,Medium,777,13
4789,Support,Notice can notice field.,High,1998,12
4553,Issue,Or share name parent me.,Low,323,6
1535,Maintenance,Interesting must find.,Medium,324,3
4811,Assistance,Under know require care.,Low,2414,16
6818,Installation,In soon type want.,High,828,11
7166,Concern,Value rate message when.,High,1244,15
1596,Error,Why end often.,Medium,615,7
4930,Help,Animal increase more.,High,1986,11
8750,Assistance,Mean air activity drop.,Low,140,2
8647,Setup,Edge per cultural its.,High,676,15
4929,Problem,Her blood push bad.,Medium,1680,2
6123,Concern,Edge develop charge help.,Medium,959,12
4873,Incident,Home medical expert relate.,High,388,1
2625,Assistance,Science explain girl.,Medium,979,10
2666,Problem,Author morning result.,Medium,207,9
354,Error,I certainly beautiful huge.,High,2457,20
2552,Maintenance,Trial case property.,High,1403,8
9036,Performance,Go like foreign.,Low,800,6
8937,Error,Break building single whose.,Medium,721,2
7072,Connectivity,Charge media turn degree.,Low,785,18
5750,IT,Popular size his.,High,259,5
8070,Problem,Own time toward just six say.,Low,274,1
851,Maintenance,Standard people anything.,High,2034,14
8640,Support,Blue book PM unit.,High,2276,12
6783,Problem,Catch social dark manager.,Medium,226,13
2982,Setup,Yes tell church.,Medium,446,5
3561,Incident,Become argue wear.,High,2263,10
3287,Troubleshooting,Face another check certain.,High,1169,3
1284,Problem,Both exist view visit.,Medium,1457,17
564,Inquiry,Away strategy strategy.,Low,347,4
4542,Assistance,Against animal work down.,Low,559,16
6284,Request,Be truth husband improve.,Medium,2074,17
1834,Inquiry,Seem total team.,Low,2621,18
5718,Setup,Finish word eye power.,Low,1492,16
4052,IT,Box college season off.,Low,1218,4
1393,Help,Issue parent investment call.,Medium,602,18
899,Maintenance,Join paper professor set.,Low,1018,7
4910,Troubleshooting,Else a middle.,High,1226,11
5453,Access,Prepare eat quite cause very.,Medium,971,20
7398,Problem,Fish marriage claim town.,Medium,2229,18
5443,Setup,Defense sort wind describe.,Low,2553,4
2591,Maintenance,Ahead particular near.,Medium,2323,17
2370,Setup,Talk our bad cause.,Medium,2663,1
7783,Problem,And value floor back almost.,High,2045,17
9501,Technical,Ok boy represent.,Medium,2380,2
626,Request,Chance sure be.,Low,539,18
88,Concern,Sort himself also here.,High,267,10
3097,Maintenance,Population security use item.,High,1768,10
940,Issue,Center west what.,High,1834,10
8168,Help,Ahead defense build go after.,Medium,2959,16
3108,Connectivity,Lead identify chance involve.,High,1043,17
1199,IT,Loss fine enough long detail.,Low,1057,7
1837,Setup,Support interest level top.,High,1777,11
587,Configuration,Be stock Mrs summer.,High,476,12
8968,Performance,Road dog civil TV.,High,1525,5
5790,Connectivity,Structure since already time.,Medium,891,6
5320,Troubleshooting,Price decision hope.,High,2581,12
1417,Concern,Pattern own manage realize.,High,417,18
6532,Concern,Likely over shoulder I staff.,Medium,526,10
377,Setup,Thought modern similar.,Low,1211,1
735,Support,Lead born interesting.,Medium,2152,16
1965,Performance,Future factor finally cause.,High,1322,10
7451,Request,Them she American Democrat.,Medium,2288,6
7010,Maintenance,Building director wall group.,Medium,1740,20
6822,Error,Good note technology choose.,High,1131,5
2083,Error,Military sing difficult.,Medium,1132,16
3236,IT,Morning how author most.,Low,1839,4
1610,Performance,Create building allow bar.,Medium,2688,19
7880,Help,Safe policy project.,Medium,162,4
4622,Issue,Human shoulder number laugh.,Low,1730,15
2550,Incident,Our born home executive.,High,2100,17
5029,Help,Edge wait ground.,Medium,1643,17
3204,Error,Together born energy course.,Medium,2388,20
7268,Request,Who measure listen whether.,Medium,1886,3
3966,Incident,Argue east man across media.,High,2746,8
3981,IT,Way middle believe color.,Low,2095,14
5807,Concern,Skin manage measure.,Low,165,12
3699,Assistance,Everything time may.,High,627,2
3188,Help,Answer alone piece assume.,Low,2594,1
4714,Assistance,What cost spend.,High,1494,4
2899,Connectivity,Stock century rate billion.,Low,732,19
2799,Request,Enough want gas.,High,897,16
3669,Incident,Kind hundred drive.,Medium,652,6
1586,Inquiry,Cold human within mother.,Low,1769,14
6368,Technical,Item event cup catch.,Medium,2335,3
3268,Maintenance,Small agreement for point.,Medium,1625,11
3923,Incident,Left management head event.,Low,1256,16
7361,Problem,Ground in reality.,Medium,2497,13
4767,IT,Very type traditional vote.,High,224,16
5664,Issue,Range though see want box.,Medium,1412,13
2999,Help,Onto arm consider anything.,Low,2033,8
9473,Problem,Box do and or.,Low,1492,19
358,Assistance,Head region provide field.,High,2672,11
3025,Configuration,Wish lot me law left whether.,Medium,1402,5
742,Issue,Record fast detail believe.,Low,261,1
9829,Technical,Buy draw soon.,Medium,97,18
654,Concern,Reason answer always debate.,Low,159,12
9297,Problem,Play use discuss.,High,1057,19
2706,Configuration,Product even week eat.,High,737,2
7162,Request,Indeed leg concern law.,Low,2398,14
