ResolutionID,TicketID,EmployeeID,ResolutionType,Escalated,CreationDate,ResponseTime,ResolutionTime,Notes
880,6959,16,Finished,true,2023-01-03,50,253,Back goal trip these test.
18029,19166,252,Processing,false,2023-09-17,79,292,Whom new how put.
8926,13020,17,Finished,false,2023-02-25,53,178,Area dinner song owner.
12041,11776,382,Finished,false,2023-09-27,49,255,Phone may evidence identify.
14218,2544,41,Finished,false,2023-01-22,42,268,Up in new for.
12522,10953,42,Finished,false,2023-09-06,49,189,Mother agreement rock.
7269,11580,128,Finished,false,2023-04-17,78,227,Writer bit year hope season.
3356,14820,363,Processing,true,2023-07-28,44,237,Theory pass of past activity.
14611,8244,419,Finished,true,2023-02-28,33,177,Away program second detail.
16437,10418,49,Processing,false,2023-07-15,49,311,Maybe nearly term.
13727,115,357,Processing,false,2023-05-27,68,153,Suggest seem like democratic.
1304,1836,394,Finished,false,2023-07-08,107,195,Bag around must trial wish.
10550,300,287,Finished,false,2023-09-29,114,247,Never loss Congress partner.
5302,9112,68,Finished,false,2023-11-08,40,271,Work avoid reason truth walk.
18989,14713,75,Finished,true,2023-03-09,59,306,Teach study author.
18408,17773,423,Finished,false,2023-10-18,89,215,Business decide air people.
3084,7952,150,Finished,true,2023-07-28,44,286,Stuff fear offer great some.
16641,19510,359,Finished,false,2023-02-04,88,204,Catch use out.
13783,19672,278,Finished,false,2023-06-13,96,163,Ok ball let firm site per.
6623,837,162,Processing,true,2023-12-11,90,242,College top her fire money.
7725,10573,269,Finished,true,2023-08-25,114,272,Great decision take.
1541,11046,162,Processing,false,2023-05-21,108,291,Question project picture.
7953,9497,290,Finished,false,2023-05-23,85,316,Coach cost action property.
9407,7634,406,Finished,false,2023-10-21,95,132,Oil plan kid within.
13835,13869,220,Finished,true,2023-07-28,53,218,Hotel head east player.
6894,6199,293,Finished,false,2023-05-03,34,213,Me home dog ago keep.
17078,9364,373,Finished,false,2023-07-22,102,264,Food weight under.
11257,12974,209,Finished,false,2023-09-17,33,195,Many easy perhaps like.
2345,4534,93,Finished,true,2023-08-12,119,204,Toward brother production.
397,6665,139,Finished,true,2023-01-15,111,287,On now cold identify white.
17529,19206,195,Finished,false,2023-12-24,74,215,Simple per power know.
9985,11409,320,Finished,true,2023-11-19,92,303,Sometimes quality idea table.
11378,14264,462,Finished,false,2023-03-22,83,300,Win morning page.
13080,14320,97,Finished,true,2023-11-25,98,318,See message look trouble.
3949,2617,452,Finished,true,2023-09-20,99,139,Site audience chance use.
18335,17890,238,Finished,true,2023-12-27,31,150,Human seem read study shake.
12892,11175,498,Processing,true,2023-08-30,50,310,Everybody short fill best.
2624,11136,220,Processing,false,2023-06-05,62,224,Whole beat discussion fly.
11043,19765,57,Finished,false,2023-07-03,120,232,How front tonight media help.
19146,10296,268,Finished,false,2023-11-22,110,132,Effect should argue.
11966,13753,463,Finished,false,2023-02-21,116,172,Cause box ask with amount.
11759,12996,181,Finished,false,2023-08-18,79,256,Step grow size almost.
3933,16612,114,Processing,false,2023-08-05,92,284,Individual public college.
15175,7976,314,Processing,true,2023-07-15,61,256,Place he toward nice.
15294,1353,343,Finished,false,2023-09-09,78,239,Wide simple much.
8863,6044,8,Finished,false,2023-01-10,104,174,Any debate center fill age.
14041,4073,221,Finished,false,2023-11-03,56,166,Free indeed TV community.
18617,9054,417,Finished,false,2023-07-25,103,233,After item letter produce.
17301,3520,366,Finished,false,2023-12-23,110,227,Too yet term produce least.
1868,4662,234,Finished,false,2023-01-19,47,147,Goal war hot fly.
14635,11964,93,Finished,true,2023-02-23,76,276,Lawyer value little meet.
1613,5235,496,Processing,false,2023-02-04,116,165,Staff soldier often art cold.
13703,7777,331,Finished,false,2023-10-20,116,316,Prove PM next source.
3222,15929,101,Finished,false,2023-05-31,75,147,Determine bank commercial.
11499,18604,12,Finished,false,2023-01-11,95,198,Play clearly these.
16932,7850,448,Finished,false,2023-05-15,84,288,Well forget home over offer.
15812,13935,132,Finished,true,2023-09-22,114,301,Congress she over must.
10705,9702,456,Processing,false,2023-06-03,70,269,Campaign yes military remain.
18414,1272,362,Processing,false,2023-02-13,68,250,Low organization benefit of.
9624,5366,155,Finished,false,2023-12-07,74,194,Top give nation throw.
13570,1613,493,Finished,true,2023-06-21,108,171,Son six option.
7417,18077,163,Finished,true,2023-05-17,89,294,Claim gas life nation worker.
14103,13796,125,Finished,false,2023-08-27,60,284,Feel no life writer table.
12178,16018,104,Finished,false,2023-09-10,111,133,Lose any so teach sport.
3742,10017,220,Finished,true,2023-05-03,53,163,Tv than full note garden.
5334,1410,349,Finished,false,2023-03-28,106,282,Several bit politics account.
8011,19023,17,Finished,false,2023-03-20,108,290,Itself whatever lay.
13292,6140,383,Finished,true,2023-05-10,65,207,One by forward.
17565,18466,283,Finished,false,2023-09-06,116,180,Political design do.
3575,10159,140,Finished,false,2023-10-11,47,222,Near wide side less.
19574,3822,126,Finished,false,2023-08-06,58,206,Stock magazine month avoid.
8479,15663,357,Finished,false,2023-06-22,73,171,Power new amount list.
6229,14807,394,Finished,false,2023-07-06,63,163,Speech rich people reduce.
19166,372,358,Processing,false,2023-03-12,110,296,Mr black concern.
2863,13491,318,Finished,false,2023-01-29,79,139,Fall difficult produce than.
9567,2118,497,Finished,false,2023-04-28,55,269,Necessary bed work very.
2518,10332,269,Finished,false,2023-11-06,89,254,General what part same.
1008,9069,373,Finished,false,2023-12-12,39,200,Rich court culture process.
3196,588,131,Finished,false,2023-02-22,64,134,Hard indeed inside scene.
18660,6788,234,Processing,false,2023-10-16,112,231,Single hospital teach.
153,12643,332,Processing,false,2023-06-18,61,303,Mean trouble each such oil.
4691,4374,61,Finished,false,2023-12-25,100,201,Allow bill couple could.
2897,17427,123,Finished,false,2023-03-16,87,285,Community fast body.
1907,17756,408,Finished,false,2023-04-19,55,218,Off show probably by floor.
8170,14450,398,Processing,false,2023-10-19,43,186,Public stand old five.
12312,5388,122,Finished,false,2023-08-19,56,254,Accept learn modern plan sea.
17903,16274,480,Finished,false,2023-12-11,104,191,Activity myself ahead goal.
2364,2245,204,Finished,false,2023-03-31,40,121,Risk city memory rule only.
12713,1010,147,Processing,true,2023-01-18,34,318,High must behavior special.
8449,6479,440,Processing,true,2023-08-31,105,194,Board among pick money.
18897,13525,455,Finished,false,2023-02-28,45,150,He build former attack.
2699,2850,305,Processing,false,2023-07-30,36,155,Provide stay sit window.
15899,12876,34,Finished,false,2023-04-30,58,164,Catch notice baby beautiful.
17558,18625,497,Finished,false,2023-12-09,85,187,Threat suddenly might lead.
12961,11447,340,Finished,false,2023-11-14,35,296,Offer short talk.
1214,3342,128,Finished,true,2023-04-12,112,177,Energy take really.
8739,5517,328,Finished,true,2023-08-20,79,173,Letter color others theory.
15075,11432,65,Finished,true,2023-09-19,88,200,Age turn center war.
1796,14195,384,Finished,false,2023-06-27,49,316,Number today prevent body.
9476,15816,135,Processing,false,2023-04-07,84,189,Suffer visit show.
9340,5599,147,Finished,true,2023-08-11,79,211,Degree country worker him.
12389,18630,147,Finished,false,2023-09-19,104,219,Under talk church game work.
8650,3164,323,Processing,false,2023-11-07,62,123,Case page strategy name.
10275,2212,22,Finished,false,2023-01-27,95,270,Purpose window difficult.
19417,8929,5,Processing,true,2023-05-11,81,237,Already us concern tell.
14874,1600,33,Finished,false,2023-07-15,119,148,Art now sell though use.
18758,16916,198,Finished,false,2023-07-28,36,201,This actually lead maintain.
2611,11326,305,Finished,true,2023-08-11,78,205,National front court.
5846,16461,428,Finished,false,2023-08-29,59,206,Focus study rule.
5586,4000,204,Finished,false,2023-11-08,120,296,First wrong wife guy.
15920,6180,255,Finished,false,2023-08-05,113,187,Also growth than might.
13928,15933,204,Finished,true,2023-07-28,87,155,Leader huge senior.
14633,17294,62,Finished,true,2023-11-19,38,196,Whom area idea side decide.
1561,13203,315,Finished,false,2023-01-03,117,137,When owner six cup card bag.
18998,5286,16,Finished,false,2023-03-12,118,306,Claim dark detail will new.
8731,17710,155,Finished,true,2023-03-10,110,183,Fall out beat think.
15362,14954,486,Finished,true,2023-04-05,97,222,Over have plan growth.
16227,18870,495,Finished,false,2023-11-01,71,141,Two main result.
16600,7819,255,Finished,false,2023-09-23,66,195,Future cell song goal leg.
9995,11088,413,Finished,false,2023-12-24,116,166,Reality include oil.
17156,5981,73,Finished,false,2023-10-11,114,247,Pretty exactly season it.
10374,314,467,Finished,false,2023-09-20,53,188,Positive boy those.
17230,19849,217,Finished,false,2023-01-12,104,248,College develop myself for.
9763,18986,254,Finished,true,2023-03-14,31,311,Similar computer air still.
9579,2230,308,Finished,false,2023-04-12,48,258,By memory benefit build.
17770,15529,279,Finished,true,2023-03-02,34,164,Teach fill Mrs truth design.
2376,18684,356,Processing,false,2023-04-14,45,305,To senior his.
15642,3024,262,Processing,true,2023-04-18,96,205,News nearly what.
5077,6380,52,Finished,true,2023-06-16,67,162,Cup we different base.
6560,17072,190,Finished,false,2023-07-09,50,192,Rule single long both be.
11191,9171,148,Processing,false,2023-04-15,64,272,Issue do home wind.
12780,6800,267,Finished,false,2023-05-09,51,196,Realize partner you head.
12928,9763,422,Processing,false,2023-09-26,45,265,Somebody bring history write.
4898,3612,440,Finished,true,2023-07-29,63,284,Section create do certain.
19852,3957,221,Finished,true,2023-04-05,97,151,Book when wife economy.
8108,3533,412,Finished,false,2023-05-12,44,272,Later glass support agree.
12665,12143,88,Finished,false,2023-10-14,38,318,Weight away huge.
10172,19730,480,Finished,false,2023-09-28,69,249,Write industry part week.
6503,16301,270,Finished,true,2023-12-12,51,304,Dinner exactly environmental.
25,2198,85,Finished,false,2023-08-21,37,316,Base professor court deep.
16988,9039,165,Finished,false,2023-08-17,72,139,Skill floor suddenly policy.
16463,14789,4,Finished,false,2023-09-25,79,154,Sister it enough sense him.
18107,7351,189,Finished,false,2023-11-16,106,170,There morning apply set.
15385,5670,211,Finished,false,2023-08-08,107,225,Discussion impact ever serve.
3338,12257,310,Finished,false,2023-09-27,120,158,Health improve Democrat best.
7890,9532,337,Finished,false,2023-12-22,47,177,Learn director detail almost.
16825,5510,261,Finished,false,2023-10-05,93,151,From ten someone.
9517,4807,62,Finished,false,2023-01-12,103,251,Each sport make receive.
8135,10435,357,Finished,false,2023-12-16,33,204,Quite positive food free.
10636,13445,445,Finished,false,2023-01-08,87,215,Front since so wall term.
19188,2055,51,Finished,false,2023-11-17,97,124,Project onto because relate.
18974,5536,479,Processing,true,2023-07-19,101,174,Price ready leave old.
13662,7828,187,Processing,false,2023-10-03,34,292,Article up job.
17657,7589,160,Finished,false,2023-06-19,79,222,My fund easy.
2736,11927,255,Finished,true,2023-10-26,87,192,Tax enjoy today drive.
10130,7811,212,Finished,false,2023-11-16,68,196,Right special right game.
9165,18565,190,Finished,false,2023-09-05,80,265,Force experience among state.
5870,10441,19,Processing,true,2023-05-02,120,277,Mrs wind whether fight.
13120,3300,174,Finished,false,2023-04-17,67,230,Analysis cultural sometimes.
3772,601,104,Finished,false,2023-05-23,40,175,Later happy out difficult.
15207,9377,429,Finished,true,2023-03-31,49,298,Create send beyond.
1694,17225,189,Finished,false,2023-05-17,114,239,Whole fine which race.
18949,3267,29,Finished,false,2023-06-11,119,270,Miss quickly produce wind.
9919,11809,198,Finished,false,2023-03-18,92,146,Money worker window.
19229,11998,60,Finished,false,2023-02-14,100,130,Issue maybe simply item.
2938,1321,288,Finished,false,2023-11-10,62,318,From break language during.
4933,18319,136,Finished,true,2023-10-30,118,290,Later sort decision natural.
12109,14171,239,Finished,true,2023-10-03,89,259,By others region nothing.
17628,13296,61,Finished,false,2023-07-31,100,203,Group as building score last.
9591,796,434,Finished,false,2023-04-06,41,209,Event television put word.
19444,15597,187,Processing,false,2023-01-22,53,131,Risk recognize early others.
2027,16406,307,Finished,false,2023-12-16,87,319,Seek friend whole.
16097,9643,475,Finished,true,2023-07-26,43,131,As same worker want training.
4365,12387,334,Processing,true,2023-05-22,95,288,House realize former word.
9595,6864,66,Finished,false,2023-08-22,69,246,Rise camera deep.
8864,16063,137,Finished,true,2023-08-18,101,139,Join now bank ok.
5555,12426,296,Finished,true,2023-09-13,75,265,Husband author piece.
17944,13905,460,Processing,false,2023-10-03,36,273,Sport something key.
17960,3264,331,Finished,false,2023-10-13,59,128,Affect suffer culture.
15538,3443,37,Processing,false,2023-03-07,118,303,While run authority work.
8969,3319,342,Finished,true,2023-02-26,47,183,Fear painting rest few.
11939,19398,414,Finished,false,2023-12-17,31,135,Want sign lay behavior.
12968,6235,81,Processing,true,2023-12-30,67,285,Manage police simple evening.
16208,16648,117,Finished,false,2023-12-03,104,144,Follow ten tonight interest.
11829,7075,429,Finished,false,2023-05-25,83,218,Bag social read ball.
2309,11495,460,Finished,false,2023-09-13,111,232,Dog road popular help.
11123,2888,170,Processing,false,2023-07-27,78,312,Even current oil available.
15123,12363,241,Finished,true,2023-07-26,67,241,Street team happen.
12393,8230,2,Finished,true,2023-06-03,85,191,Exactly chair check like.
16667,153,311,Finished,false,2023-06-18,118,148,Air Mr step.
19520,1034,305,Finished,true,2023-12-27,101,254,Usually for indeed catch.
14269,15687,135,Finished,false,2023-07-31,89,305,Artist interest place power.
3798,4931,443,Finished,true,2023-01-12,107,313,Technology modern hair wrong.
4719,1309,124,Finished,false,2023-04-24,59,135,Hair strong free now.
6865,6523,246,Processing,false,2023-02-11,84,277,Far pull away office idea.
19748,13755,92,Processing,false,2023-11-24,50,187,Meet tax thank six.
3036,11750,123,Finished,true,2023-04-08,55,282,Cost machine leave office.
11414,760,17,Finished,false,2023-05-06,38,154,Laugh cup art.
16538,12635,453,Finished,true,2023-12-09,106,212,Two term pressure.
11883,15852,492,Finished,true,2023-06-16,62,157,Same along class culture big.
17651,8174,340,Finished,false,2023-09-19,47,187,Whether record response own.
578,8753,111,Processing,false,2023-08-16,114,180,Now church debate president.
8166,18823,181,Finished,false,2023-08-26,107,240,Go away side lot state.
14760,9917,87,Finished,true,2023-09-24,43,285,Seat television born go.
13257,19445,488,Finished,false,2023-01-04,60,232,Single just speech form.
7305,12689,235,Finished,false,2023-01-05,47,165,Machine think draw.
6425,10325,95,Finished,false,2023-02-03,96,190,Really write wear natural.
2377,6893,150,Processing,true,2023-11-25,39,296,Sign late because improve be.
90,17679,14,Finished,true,2023-10-15,93,142,Lose single factor.
19151,8714,97,Processing,true,2023-05-01,105,308,Everyone can find less wear.
3736,11591,226,Finished,true,2023-05-17,58,308,Draw leg industry majority.
10522,12616,348,Finished,false,2023-11-03,57,286,Give dark buy family a.
15838,3236,446,Finished,false,2023-10-31,109,162,Red check everybody lay.
7883,13478,318,Finished,false,2023-02-06,73,214,Democrat risk while north TV.
8488,11609,171,Finished,false,2023-11-22,72,309,Property next assume fall.
6934,4749,259,Finished,true,2023-04-02,113,161,Type skin become where.
16411,6277,312,Processing,false,2023-01-14,34,128,Per the plant nature guess.
16376,13107,376,Finished,false,2023-11-22,62,223,Investment eye east add.
10056,3227,301,Finished,false,2023-07-04,107,182,Science show imagine.
10503,3523,98,Finished,false,2023-06-02,59,245,Way black group.
7866,3357,462,Finished,false,2023-09-24,33,123,Structure practice heart.
12249,8780,303,Processing,true,2023-02-03,92,191,Moment long box.
16608,16718,328,Finished,false,2023-10-01,87,235,Every voice others open.
14704,16879,350,Finished,false,2023-04-27,50,204,Which water factor loss.
5906,14332,319,Finished,false,2023-07-14,38,194,Tonight claim perform base.
16857,18612,418,Finished,true,2023-07-08,76,280,Form ready pick.
5656,13564,59,Processing,false,2023-11-05,56,265,Argue ahead safe laugh model.
16609,5970,324,Finished,false,2023-07-02,55,183,Job develop thing box.
17567,13041,436,Finished,false,2023-09-10,118,244,Try most reflect wear own.
18322,18163,319,Finished,false,2023-06-01,40,127,Simple page fact allow.
1445,19668,389,Finished,false,2023-05-12,47,137,Hit debate military feeling.
6862,5483,465,Finished,false,2023-02-06,46,210,Close eat must challenge Mrs.
5189,7959,296,Finished,true,2023-03-06,75,244,Hope energy amount minute.
3249,19635,341,Finished,false,2023-06-26,33,278,Fund because sure.
7602,2455,50,Finished,true,2023-12-23,91,198,Then decade whole remember.
6350,16636,237,Finished,true,2023-05-04,57,244,Outside method occur space.
14390,10215,120,Finished,false,2023-11-15,44,149,Happen make rest own.
6672,19118,24,Processing,true,2023-12-09,104,130,She call attorney eight.
7129,2841,430,Finished,false,2023-10-11,113,259,Mission help wife notice lot.
16661,556,336,Finished,false,2023-05-03,47,310,Everyone response maintain.
84,2166,215,Finished,false,2023-05-21,74,196,Smile important party.
9820,6478,456,Processing,false,2023-07-06,114,263,Customer subject drug wish.
11884,16675,325,Finished,false,2023-01-23,105,312,See order language money.
5660,5893,17,Processing,true,2023-05-19,118,135,What color election.
11321,7861,277,Finished,false,2023-08-20,40,139,Situation type kind movement.
5351,12091,77,Finished,true,2023-05-20,98,153,Anything school no.
12927,19467,236,Finished,true,2023-06-19,56,205,Gun area push daughter item.
4874,2702,31,Finished,false,2023-10-18,115,130,Who north area loss.
9089,9484,134,Finished,false,2023-09-17,93,250,Common sign number newspaper.
13046,17293,271,Processing,true,2023-02-04,112,255,Evening already far.
12343,2146,124,Finished,false,2023-11-25,98,183,Nice world every.
19501,4665,139,Finished,true,2023-05-09,91,240,Shoulder yes above.
8074,9478,192,Finished,false,2023-10-20,59,137,Decide name popular avoid.
4370,1054,327,Finished,false,2023-11-30,40,137,Trouble enter it pressure.
16194,7419,12,Processing,false,2023-02-13,86,126,Keep cost several.
9334,12242,353,Finished,false,2023-10-24,60,217,Shoulder expert young.
14862,5298,263,Finished,true,2023-05-07,118,126,Decision pull cover history.
386,3895,76,Finished,false,2023-10-30,68,146,Door turn building.
6442,14105,479,Finished,false,2023-08-13,69,228,Mention involve future.
7907,12346,33,Finished,false,2023-10-26,79,239,Must natural free run.
18280,14461,335,Finished,false,2023-07-27,52,309,Small and series arrive.
11724,870,118,Finished,true,2023-06-07,66,291,That police paper control.
16885,18170,328,Finished,false,2023-02-08,118,281,Computer major cut foot.
16347,8825,1,Finished,true,2023-05-27,98,259,Early today teacher adult.
8690,2253,273,Processing,false,2023-05-11,83,210,Own occur court money.
10317,8407,12,Finished,false,2023-03-29,112,219,First rate draw magazine.
8515,3770,15,Finished,true,2023-10-02,57,150,Final tax inside team.
8433,16446,181,Processing,false,2023-01-15,80,278,Collection six today who.
9794,2866,301,Finished,false,2023-07-08,66,271,Tend individual out.
1402,12456,299,Finished,false,2023-12-09,83,275,Want suggest head early.
16597,1745,163,Finished,false,2023-08-12,34,279,Dark class eight.
7048,16114,383,Finished,true,2023-04-24,83,193,Scene main charge while miss.
17954,11893,388,Finished,false,2023-10-10,104,122,Again reflect idea actually.
17949,17277,213,Processing,true,2023-06-20,120,196,Record information might to.
3030,12330,272,Finished,true,2023-08-21,61,160,Contain born once white.
3352,15683,323,Finished,true,2023-03-24,79,263,Probably section sort mind.
2047,7497,365,Finished,false,2023-03-15,64,167,Determine real answer author.
12386,2843,234,Finished,true,2023-09-17,53,295,Recent so voice site.
17852,307,215,Finished,false,2023-03-28,120,230,From I such note.
15353,7202,451,Finished,false,2023-04-04,40,197,General quickly some despite.
10156,5985,300,Finished,false,2023-01-29,80,156,Chance these central role.
12029,11357,90,Finished,false,2023-02-01,63,247,But think on source.
9768,7847,97,Finished,false,2023-02-20,46,246,Bring study time these.
4652,12690,156,Finished,true,2023-05-25,75,238,Bad black determine key.
2880,19145,59,Processing,false,2023-02-28,60,203,Suffer when admit personal.
15392,19698,432,Finished,false,2023-03-19,66,130,Economy start over film.
7553,14044,116,Finished,false,2023-06-04,39,191,Discuss too so reality.
17506,7678,149,Finished,false,2023-11-30,117,183,Social author relationship.
14134,19699,247,Processing,false,2023-11-13,62,200,Heavy Mrs its tell.
185,18052,99,Finished,true,2023-09-07,44,225,Most yes stop move.
16159,6510,147,Processing,true,2023-09-07,62,284,Happy often onto parent.
14080,3696,283,Finished,false,2023-02-06,91,207,Hard information and career.
472,10838,244,Finished,true,2023-05-11,113,221,Never up live of.
10813,8694,328,Finished,false,2023-07-24,51,294,Month federal our well.
475,1835,115,Finished,true,2023-05-20,100,227,Decade up water.
2243,2294,353,Finished,false,2023-05-14,82,159,Special room where business.
2641,19961,327,Finished,false,2023-10-30,71,130,Science off share wear push.
6074,5499,441,Finished,false,2023-05-03,114,229,Fire join sort.
13290,9571,386,Processing,false,2023-10-01,30,235,Market will room war within.
8922,18894,412,Finished,false,2023-01-04,57,300,World never describe tend.
18564,13160,136,Finished,false,2023-11-07,101,315,True hope again.
13264,7601,254,Finished,false,2023-01-30,41,230,Catch drop member federal.
3315,1249,313,Finished,false,2023-01-15,31,184,Moment lead card role.
15254,13106,421,Finished,false,2023-11-15,47,234,Candidate employee century.
15058,4103,73,Finished,true,2023-03-16,109,194,Seat line could rule special.
3558,13523,382,Processing,false,2023-01-10,38,265,Stage benefit similar almost.
4087,13744,23,Processing,true,2023-10-10,81,207,Story simply blood out.
11193,8220,483,Finished,false,2023-10-22,38,294,Need ask network add.
16111,13757,499,Processing,false,2023-01-18,114,251,Bill at candidate.
19142,11035,272,Processing,true,2023-01-31,118,223,Mother to wish left between.
18786,7326,254,Finished,false,2023-02-23,53,248,Chance thought card better.
8186,12347,405,Finished,false,2023-10-11,74,288,Suggest hard safe.
16069,8704,49,Finished,true,2023-08-31,53,274,Hard PM hit course.
19855,16597,294,Finished,true,2023-04-27,113,252,South effort almost phone.
2952,9604,391,Finished,false,2023-03-24,115,220,Mission night memory network.
16794,6071,292,Finished,true,2023-01-10,76,255,Truth role fire hit.
1718,6918,114,Finished,false,2023-10-12,48,228,Deep suddenly father dark.
13272,2641,391,Finished,true,2023-10-07,119,151,Less Mr military mouth.
10128,2082,102,Finished,false,2023-01-23,91,261,Size much court kid other.
14871,13964,281,Finished,false,2023-05-12,100,133,Work let and tell.
17103,4922,15,Processing,false,2023-11-29,49,245,Finally fight back adult.
4726,4376,202,Finished,false,2023-09-05,116,265,Artist focus year third.
14685,10977,243,Finished,false,2023-09-06,92,268,Threat fact meet man.
7334,8631,153,Processing,false,2023-05-08,51,302,Consider why leave today.
5221,5331,328,Finished,false,2023-03-21,101,298,Cup natural human piece.
12750,15600,332,Finished,false,2023-10-19,52,232,While foreign machine win.
2038,14934,495,Finished,false,2023-06-29,54,135,What its sure most attorney.
9877,18395,224,Finished,false,2023-10-07,90,134,Only into director evening.
800,16932,80,Finished,true,2023-12-19,47,207,Perform my life center.
7663,3666,333,Finished,true,2023-05-30,74,163,None expert growth.
11789,16615,69,Finished,true,2023-05-09,67,282,Hair training they last.
19038,5842,331,Finished,false,2023-02-06,98,236,Attorney fill road sign.
4191,15808,281,Finished,false,2023-10-04,88,249,Event according brother.
9204,14413,79,Finished,true,2023-08-01,41,265,Area while field.
10371,5023,385,Finished,true,2023-03-23,35,206,Require argue join however.
3613,1572,80,Finished,true,2023-02-11,119,275,It city call.
19960,17103,158,Finished,true,2023-03-25,91,152,Card drop town.
15827,4492,107,Finished,false,2023-04-15,108,247,Eye group address similar.
6399,3400,100,Finished,false,2023-06-14,38,263,Hard return make.
16256,10219,82,Finished,false,2023-12-30,82,177,Reason court despite.
18194,17681,148,Finished,true,2023-04-05,86,182,Coach break front nor.
10335,16038,218,Processing,false,2023-01-03,108,294,Shake national until hundred.
6762,14731,280,Finished,false,2023-07-09,65,285,Goal gun however store.
2180,4353,20,Finished,true,2023-10-18,101,212,Mrs reality tax husband.
8104,3852,15,Finished,false,2023-01-12,80,273,Keep prove pay clear stop.
8707,1935,1,Finished,true,2023-08-25,113,273,Gun difference better.
15179,5462,112,Finished,false,2023-10-05,96,236,Throughout class office.
2082,8130,54,Finished,false,2023-01-06,65,176,Hand like second.
18592,9783,446,Finished,false,2023-08-03,94,188,Usually ask name suffer.
4730,16422,279,Finished,false,2023-05-06,86,190,Pass term first big long.
17195,4701,470,Finished,false,2023-08-06,67,192,Now list nice federal nice.
301,12849,257,Finished,false,2023-08-10,40,140,Energy move much phone.
2562,2420,454,Finished,false,2023-03-19,103,236,Likely use director show.
2542,19609,484,Finished,false,2023-09-13,68,153,Author bank then.
16140,13277,429,Finished,false,2023-02-22,96,292,Police school official end.
3655,14059,76,Finished,true,2023-05-06,44,188,Consumer word stuff them.
904,3620,360,Processing,true,2023-01-30,85,300,Think his race plant.
4335,1395,454,Finished,false,2023-06-26,79,284,Young entire herself on.
3521,14220,371,Finished,false,2023-11-08,65,240,Real himself paper maybe.
6214,17799,448,Finished,true,2023-02-26,102,143,Subject TV strategy similar.
2768,6935,141,Processing,false,2023-03-06,102,216,Property role election she.
3727,6445,49,Finished,false,2023-08-24,81,149,The message trade world yet.
4593,15857,300,Finished,false,2023-12-30,96,294,Rock such customer pass.
5689,14027,2,Finished,false,2023-01-05,114,216,Response evidence church.
16432,2916,122,Finished,false,2023-07-28,114,311,Choice audience top.
6341,5117,360,Finished,false,2023-09-08,65,175,Alone step position over.
13323,14252,162,Finished,false,2023-03-09,77,242,Manager food affect.
17039,5608,48,Finished,false,2023-05-24,92,190,Final right you.
13269,8045,173,Finished,false,2023-11-17,33,258,Effort child it.
7785,19706,360,Finished,true,2023-07-27,103,307,Democratic force blue.
3698,1529,52,Finished,true,2023-08-01,85,185,She general health adult.
11701,10233,223,Finished,true,2023-08-29,93,180,Produce concern pull.
17002,17632,147,Finished,false,2023-08-06,47,278,Issue bad story vote avoid.
13485,2745,499,Finished,false,2023-01-03,71,315,Less piece chance once.
12420,8766,483,Finished,true,2023-08-10,62,219,Trade human sport read.
7,3948,355,Finished,false,2023-08-14,42,157,Street far remember beyond.
3103,2926,140,Finished,false,2023-10-03,83,248,Help cover worry.
13873,17541,213,Finished,false,2023-03-24,105,153,Seat represent public.
3661,17533,421,Finished,false,2023-07-25,43,201,To scientist onto ever fine.
3973,334,94,Finished,false,2023-10-15,31,254,Long data federal.
8431,13614,247,Finished,true,2023-04-04,61,163,Democratic song our.
13299,12080,421,Finished,false,2023-08-22,49,138,Article world this both.
17219,10404,269,Finished,false,2023-05-28,53,274,Front hit life skill.
14107,1383,274,Finished,false,2023-12-10,63,201,Deal including indeed learn.
17257,5081,366,Finished,false,2023-09-11,116,241,Little fine our simple.
17252,15288,161,Finished,false,2023-03-23,80,313,Mouth record heavy.
13768,4268,22,Finished,false,2023-04-30,108,262,Raise sport page.
3229,8287,390,Finished,false,2023-03-08,98,248,Indicate yet none ago.
12136,9109,352,Finished,false,2023-09-17,47,254,Green us resource.
8109,13018,416,Processing,false,2023-08-19,56,179,Tend him dinner.
10989,2964,223,Finished,false,2023-09-24,48,201,History pressure suffer.
12117,12412,284,Finished,false,2023-10-04,101,183,Agency teach lose start as.
19526,14984,472,Processing,false,2023-06-19,33,309,History allow business still.
2323,8360,86,Processing,false,2023-03-11,48,174,Range art than human million.
8024,8037,458,Finished,true,2023-04-26,78,260,Send fear authority.
7407,1109,204,Finished,true,2023-02-07,104,205,Art who place day manager.
17374,2203,495,Finished,false,2023-05-08,48,202,Add phone look source.
3015,13389,98,Finished,false,2023-06-13,54,178,Board agree result.
8242,13664,379,Finished,true,2023-12-21,42,297,Few popular trip ahead.
2334,4434,107,Finished,true,2023-02-26,93,201,Why market cold.
8872,908,404,Finished,false,2023-05-04,58,261,Change with read front.
3578,11263,142,Finished,false,2023-02-04,55,132,Reason guy find over great.
11530,18132,72,Finished,true,2023-10-07,36,237,Truth my center.
3622,9564,126,Finished,false,2023-09-14,104,186,Green capital same edge vote.
5505,7726,45,Processing,false,2023-08-16,64,131,Stuff ask move.
11768,12529,463,Finished,false,2023-12-04,53,309,Long it technology reason.
4721,12491,229,Processing,false,2023-03-23,47,237,Above across director kind.
7691,8518,221,Processing,true,2023-03-09,79,222,Represent floor her in.
2293,15669,255,Finished,false,2023-09-23,65,272,Bit decide inside.
