FeedbackID,Satisfaction Level,Feedback,Follow-up Required,Customer Location ,Ticket ID
17819,8,National take usually him.,No,Jordan,10142
18980,1,Listen population sense grow.,Yes,Guinea,8932
18609,1,Care teach recently wear.,No,Greenland,3418
13189,4,Make leave call such hold.,No,Central African Republic,2678
1316,5,Away apply pick would.,Yes,Mali,6551
12618,8,Ground oil rest.,No,Croatia,7247
4841,8,West arrive general state.,Yes,Korea,2811
7507,5,Size new rate day media.,No,Bosnia and Herzegovina,14336
3953,8,Behind discover by.,Yes,Equatorial Guinea,17899
9280,9,Friend sign hear.,Yes,Cayman Islands,14066
1861,8,Red discuss picture call.,No,Tunisia,12008
5289,9,Unit rather really big phone.,No,Timor-Leste,4325
19709,2,Term may than own over.,No,Serbia,7908
10808,7,Similar rate media.,No,Antigua and Barbuda,8908
1781,5,Trip girl trouble.,No,Bangladesh,2951
14730,8,Radio loss wrong under or.,Yes,Guinea-Bissau,2575
18215,5,Here worry book pick book.,No,Australia,16204
14308,1,Culture turn series music.,No,Bhutan,16190
15452,4,Child ground dark.,Yes,Paraguay,1950
11203,4,Such pattern base even.,Yes,Antigua and Barbuda,1894
17596,7,Age able contain.,No,Cook Islands,567
3616,8,Know provide police.,No,Kiribati,1602
15542,3,Under different nice assume.,Yes,Brunei Darussalam,4864
1655,4,Ground cup arm quite.,No,Andorra,10015
7615,2,Piece whether suggest.,No,Bouvet Island (Bouvetoya),8532
7652,2,As country idea or.,No,Nicaragua,13675
4802,2,Region realize door trade.,No,Central African Republic,13367
73,7,Glass idea test section off.,No,Marshall Islands,8588
11595,8,Major remember son pattern.,No,Madagascar,19337
8361,7,Factor magazine kind he.,No,Colombia,306
19,5,Program value both.,No,Svalbard & Jan Mayen Islands,5915
4576,9,Size local near store.,No,Zimbabwe,5857
18785,1,They five claim conference.,No,Bahrain,14905
4849,9,Whatever bring moment.,Yes,Grenada,6785
4941,1,Save factor loss without.,Yes,Belarus,17946
3276,4,In heart move trouble.,No,Niger,19088
9752,5,Level his act who today talk.,No,Niue,689
9349,5,Decision decision ever.,No,Grenada,18863
7184,2,His travel per never happen.,No,Papua New Guinea,17177
6720,8,Full show walk former.,Yes,Korea,19859
17775,9,Arm lead surface property.,No,Saint Vincent and the Grenadines,15257
17056,6,Ok positive report put.,No,Holy See (Vatican City State),16897
15128,7,Onto news reveal man dog.,No,Brazil,10269
10549,8,Who really most visit war.,Yes,Palau,14212
13094,6,Rather behind billion school.,No,Panama,14225
1734,3,Budget party Mr seat free.,Yes,Australia,9665
13369,2,I choose price little.,Yes,Azerbaijan,16097
4664,1,My already join.,No,Pakistan,5419
5780,3,Smile outside my make.,No,Czech Republic,11857
17825,9,Their rise either.,No,Jordan,12117
1264,8,Three wall next.,No,Latvia,16641
6100,2,Nature hear piece.,Yes,Samoa,9757
19182,1,Join across during court.,No,Ghana,5031
7635,9,Get task social financial.,No,Venezuela,7082
12016,6,Join risk mouth at.,No,Montenegro,3217
8664,3,Long prove style yet.,Yes,Suriname,10520
3264,4,Give day require eat.,Yes,Qatar,14695
13289,2,Red between seven.,No,Mauritania,12107
4790,3,Create event national.,No,United Arab Emirates,2198
3932,2,Evidence study prepare.,No,Denmark,17997
5227,9,Network way second.,No,Gibraltar,14189
4731,6,Two card market push.,No,Fiji,4553
3866,9,Mrs ask raise situation.,No,Turkmenistan,16271
6553,8,Fight newspaper us century.,Yes,Guam,3557
18520,5,Run put class.,No,French Southern Territories,18681
1546,4,Everybody buy put whether.,No,Iran,6566
15893,5,Where father sound ever.,No,Benin,10641
12940,7,Recognize after Republican.,No,Uruguay,18368
16307,3,Eight find late song above.,No,Guam,407
10114,6,Tree color if seek perform.,No,Tajikistan,4846
10245,2,Wife some nature stop.,Yes,Ireland,12286
13241,5,Per quality or.,No,Peru,14546
7092,5,Second place ok anyone.,Yes,Zambia,7448
9705,2,While town young.,No,Barbados,18432
12462,9,Myself that year.,No,Reunion,19821
19478,3,Old as data short call.,No,Swaziland,2026
5323,7,Building agent quality me.,Yes,Sierra Leone,7127
6564,3,Check save west look.,Yes,France,8140
17601,1,Account media benefit ten.,No,Poland,6227
9753,8,Where now accept central.,Yes,Saint Lucia,13765
14266,3,Perform very indeed too new.,No,Tajikistan,6635
13715,8,Toward industry I exactly.,Yes,Zambia,11070
19172,4,Create catch around summer.,No,Cape Verde,10865
12292,2,Talk lay political team.,No,Saint Barthelemy,2815
9102,2,Coach one center.,No,Austria,8311
17795,2,Performance player early.,No,Israel,18077
9165,8,Name drug music.,No,Jamaica,18886
15299,9,Senior street mean.,No,Oman,8060
12184,6,Low road study.,No,Colombia,16569
17311,6,Spring no occur.,No,Anguilla,15232
4676,6,Worry then impact.,No,Barbados,18167
14631,2,Source politics movie role.,No,Gabon,8881
2882,9,Week raise interview reality.,No,Kuwait,19899
6839,1,Activity great affect worry.,No,Denmark,15969
15421,4,Next summer form ok.,Yes,Ukraine,8491
12689,6,Bill nor less.,No,Madagascar,2655
10233,9,Clearly whose make.,No,Belize,8266
11601,4,Tell me indeed deal.,No,Sierra Leone,17132
19245,8,Result product need mind.,Yes,Guinea-Bissau,1748
4896,5,Special which fast occur.,No,Cyprus,9402
256,2,Glass individual thousand.,No,Bahamas,8388
3848,7,Edge somebody sell.,No,Cocos (Keeling) Islands,17808
1358,7,Class later like.,No,Cambodia,10805
12780,2,Amount law single.,No,Fiji,19869
7600,4,Cause energy inside air.,Yes,Malta,6754
15526,8,Car long while.,No,Botswana,18148
8158,9,Data white seven no.,Yes,Austria,11066
8055,5,Line quality drive through.,Yes,Nauru,19582
2984,8,Hold full amount.,No,Cuba,3513
455,7,Main capital describe sing.,No,Paraguay,6489
14673,5,Open we image enjoy us have.,No,Norway,7064
18356,7,Clearly tree consumer.,Yes,Palestinian Territory,1191
6507,9,Ball most from.,No,Pitcairn Islands,16693
17527,8,Common suggest age bar.,Yes,Israel,211
19006,5,Treatment keep smile rich.,No,Panama,9230
12664,4,Church matter stage.,No,Lithuania,11305
18753,2,War movie record then make.,No,Paraguay,18433
16933,6,Morning down blood.,No,Monaco,191
1912,9,Can matter social road year.,No,Switzerland,327
16224,4,Bring plan total weight for.,No,Poland,18162
17777,7,Star share shake why.,Yes,Marshall Islands,12857
5886,1,The Congress baby.,Yes,Burkina Faso,4151
12209,4,Project do drive.,No,United Arab Emirates,948
10738,1,Bill nature option however.,No,Faroe Islands,16101
17503,5,Final book writer instead.,No,Morocco,11308
4968,1,Only look attorney join.,Yes,Anguilla,2682
12589,9,Such wish above little.,No,Chile,18246
13883,3,Watch past reason over.,No,Sweden,19749
13868,4,Stuff when film address move.,No,San Marino,5333
1308,3,Outside enough break gun.,Yes,Tonga,12545
7792,9,Kitchen will we official.,No,Ukraine,19328
17234,5,Control phone bit yet.,No,Romania,4084
10381,1,Including news per air.,No,Chad,17789
19689,7,West beat bar add note.,Yes,Suriname,1210
7633,7,Interesting class local hold.,No,Ethiopia,11445
16911,9,Include cost public smile.,No,Tuvalu,3791
949,4,Down follow pick ground best.,No,Pitcairn Islands,16852
15371,9,Born discuss name.,No,Equatorial Guinea,17320
17674,4,Up its agreement of economic.,No,Mongolia,10517
15470,3,Once able life.,Yes,Yemen,13820
15449,3,Season there across far.,No,Libyan Arab Jamahiriya,1571
14021,7,Marriage security speech.,Yes,Afghanistan,16597
19496,3,Quite probably evidence like.,No,Saint Vincent and the Grenadines,7487
1598,7,War model follow.,No,Cyprus,11536
11263,7,My wind man window.,No,Somalia,11118
17660,8,Idea machine just.,Yes,Costa Rica,10380
1607,9,Mr data stock where song.,No,Belgium,13347
19518,9,Bit artist site.,Yes,France,14192
2473,9,Lay leg nature respond.,No,Ukraine,12476
4402,5,Commercial word admit claim.,No,United Arab Emirates,18508
6751,5,Current someone type few.,No,New Caledonia,8252
16998,7,Look health concern.,No,Brunei Darussalam,1865
18633,7,So south again religious ten.,No,Indonesia,4475
11497,4,Everyone about ball.,No,Argentina,19873
14741,7,Office expert drive eat may.,No,Comoros,6268
12924,6,Talk surface majority.,Yes,Micronesia,706
2282,8,Ahead worker common item day.,No,Norfolk Island,11613
6737,6,Adult among help reduce.,No,Mali,13628
14407,8,Worry month pick without you.,Yes,Netherlands Antilles,18581
9762,8,War behind rest season.,Yes,United Arab Emirates,18315
1968,5,Toward mention itself take.,No,Oman,5556
318,1,Stay well able pick.,Yes,Thailand,15978
6942,7,Gun agree hospital herself.,Yes,French Guiana,14537
7110,4,Here economy action light.,No,Montserrat,4484
4498,9,Threat what but own.,No,Mali,1274
5279,6,Smile free risk fine.,No,France,6277
9054,3,Analysis deep media simple.,No,Argentina,302
1659,5,Table no court meeting.,No,Slovakia (Slovak Republic),16028
13810,8,Cup return although next.,No,Morocco,4070
15672,5,Animal political discussion.,No,Namibia,8966
17309,9,Ten make money always wonder.,Yes,Brazil,13219
7197,3,Suggest establish chance.,No,Jordan,9989
841,1,Beautiful beyond trouble.,No,Armenia,7634
7046,3,Billion red far.,No,Belarus,8110
14894,1,Baby green bank beyond.,No,Isle of Man,13982
1047,5,Sport well maintain position.,No,Bosnia and Herzegovina,19977
18223,2,Course number how use season.,No,Zambia,11845
3396,3,Service fact rest maybe beat.,No,Thailand,436
19703,6,Often tend car tough.,No,Northern Mariana Islands,5233
18202,1,Machine window church ago.,No,Bahrain,1144
4254,2,Wait actually develop catch.,No,Syrian Arab Republic,5673
10849,4,Explain statement worry.,Yes,Kenya,10262
5747,8,Guy side parent.,No,Turkmenistan,2812
4395,2,Trouble cell state.,No,Portugal,7733
13323,1,Sport state artist.,Yes,Isle of Man,9615
3979,5,Born new else million season.,No,Bouvet Island (Bouvetoya),6735
10257,4,Name red series article.,No,Saint Martin,8442
17062,9,Option over standard simple.,No,Saint Lucia,9470
4989,8,May skin kid example great.,No,Saint Lucia,4672
15123,9,Safe their be.,No,Netherlands Antilles,16529
16004,8,Take agreement go door.,No,Greece,7703
2432,6,Wife thought director sit.,No,Luxembourg,16880
13160,6,Early rise enter democratic.,No,San Marino,8399
5445,7,Seem site wide through.,No,Armenia,18234
2125,7,Stay we able page.,No,Sierra Leone,12167
14251,1,Perhaps town fast manage.,No,Tuvalu,11517
17074,1,Me note region research.,No,Holy See (Vatican City State),2358
15669,4,Hold allow lay page drop.,No,Tokelau,3747
5988,6,Stuff but message much.,Yes,Slovakia (Slovak Republic),16607
1929,9,Stock particular people he.,Yes,United States of America,2049
4343,1,Tax grow action shoulder.,No,Saint Helena,4409
2858,8,Not drop size foreign.,No,Qatar,17285
17310,1,Performance room American.,No,El Salvador,2030
11422,7,Yourself hundred view short.,No,Seychelles,4751
8583,9,Author view if real four.,No,North Macedonia,7842
13650,3,Time turn sit admit such.,Yes,Sweden,10580
7674,1,Include help cell.,No,Palau,554
9119,2,Start full main citizen risk.,No,Dominican Republic,10732
5249,4,Little clearly church key.,Yes,Somalia,1821
17371,7,Radio write interest family.,No,United Arab Emirates,11221
10607,9,That available of knowledge.,No,Moldova,4600
17683,5,Call to artist floor level.,No,Northern Mariana Islands,8796
17466,5,Cost run mother wide because.,No,Australia,16316
16654,4,Time word green clearly.,No,Senegal,19410
17876,5,Central have fall play.,No,Romania,3987
18612,6,Soldier stage certainly win.,Yes,Martinique,10685
5457,3,Argue agency development.,No,New Caledonia,4419
9895,4,To case PM respond reach.,No,Bahamas,16420
8236,2,Well adult strong one.,No,Germany,7432
19385,3,Allow where old Democrat.,No,Saint Kitts and Nevis,11528
6023,8,Decide individual assume.,No,Uzbekistan,3647
4308,1,Newspaper senior can race.,No,North Macedonia,14196
4956,7,Project seek couple game.,Yes,Suriname,168
541,2,Cost office success I late.,Yes,Botswana,13915
2549,3,Thing specific room bit.,No,Indonesia,6068
17952,8,Similar if suffer tough.,No,Niger,12713
10073,3,Yet film drive.,No,Holy See (Vatican City State),2924
13640,8,Pretty add song church.,No,Belgium,5573
15045,7,Bag minute wind quite.,No,Samoa,16010
9634,3,Key gun however southern.,No,Lao People's Democratic Republic,18579
17594,3,Visit dog add report nor be.,No,Marshall Islands,11097
13787,1,Blue child sell within.,No,Iran,18029
15483,9,Onto though bank others word.,Yes,South Africa,3995
9779,3,Tax fund kitchen several.,No,Micronesia,11984
16582,9,Name dog seven really stay.,No,Sri Lanka,15607
6141,5,Fish film cultural.,No,Andorra,16613
18006,8,Several smile tend page.,No,Guam,15869
3373,8,Nearly tell heavy.,No,Singapore,12655
13114,3,Night certain question.,No,Israel,6379
510,6,Around never young.,No,Netherlands Antilles,7724
17547,5,Tonight employee anyone miss.,Yes,Armenia,1223
17981,2,Professional game it.,No,Martinique,12944
2541,7,A along issue investment.,No,British Indian Ocean Territory (Chagos Archipelago),11408
7928,9,Nothing smile able.,No,Sao Tome and Principe,15587
9771,5,Recognize note respond.,No,Cayman Islands,5658
5598,4,Early attack green picture.,No,Turkmenistan,5778
17389,9,Professor doctor usually.,No,Montenegro,11146
14313,3,Our cause until deep law.,Yes,Germany,14534
4998,3,Without which middle story.,No,Lithuania,16438
2224,6,Child ok power produce.,No,Congo,3808
8899,1,Rule station past he because.,No,Belize,8334
2968,5,Reflect charge arrive.,No,Morocco,4967
11100,6,Wrong network win data.,Yes,Sierra Leone,4471
2595,4,Professor music back sound.,No,New Caledonia,7952
15548,8,West bar area discuss.,No,Bosnia and Herzegovina,4897
1694,9,Few do draw low.,No,Bolivia,19315
18294,9,Science forward teach exist.,No,Thailand,7709
514,6,Cause form miss return drive.,Yes,Ireland,17040
2749,2,Power animal fire attention.,No,United States Minor Outlying Islands,5207
5919,4,Act perform capital.,No,Burkina Faso,1530
16530,7,Movement help marriage.,No,Argentina,3460
15044,8,Assume clear both better kid.,No,Palestinian Territory,15547
11104,8,More see certain message.,No,Angola,3683
11985,2,Writer face they.,No,Brunei Darussalam,9221
13825,3,Most environmental exactly.,No,Equatorial Guinea,17538
5774,6,Check turn change up.,No,Portugal,19202
17536,1,High that every plant.,No,Cote d'Ivoire,5293
10789,5,Prevent claim a care.,No,China,13419
14781,5,Become network give which.,Yes,Ireland,16156
7038,7,Under keep week beat rather.,Yes,Nicaragua,5037
11617,7,Rather ever deep us.,No,Dominica,7537
18540,3,Chair education change.,No,Martinique,10643
14847,8,Goal their whether hope.,No,Anguilla,12130
2812,9,Only soon culture career.,Yes,Cameroon,1177
15398,2,Pressure be much Mr.,No,Australia,3721
13181,9,Southern big take college.,No,North Macedonia,10089
14778,8,One heart receive.,No,Kazakhstan,19620
18830,8,Approach employee with ok.,No,Samoa,9274
7848,2,Top rest area.,Yes,Mali,12981
9088,9,Safe major style both.,No,Saint Barthelemy,18483
3410,8,Almost decision watch reveal.,No,United Kingdom,13502
17445,7,Room yes present.,No,Turkmenistan,2401
8843,1,Bed challenge design.,No,Netherlands,18109
8547,2,Upon product heavy first.,No,Japan,18374
682,4,I yes of them run term goal.,No,Netherlands,223
3722,3,Turn more thousand.,No,Luxembourg,6031
13279,7,Stock stop positive six.,Yes,Ecuador,10085
294,7,Cut laugh two large station.,No,Congo,6263
4708,8,Listen factor it need can.,No,Chile,13517
10372,2,Billion state happy among.,No,Senegal,4657
8620,5,Course who hand second.,No,Cambodia,11666
5634,5,Common art course cup then.,Yes,Marshall Islands,12561
17549,9,Artist travel avoid trip.,Yes,Czech Republic,7710
9264,9,Pay could official guy.,No,Tunisia,472
9844,7,Society future visit these.,No,Honduras,12089
12346,8,Dog right discussion team.,No,Uganda,13748
19012,6,Hit full maintain.,Yes,Costa Rica,17537
8618,5,Chair ask another.,No,Korea,5632
1638,1,Box true send.,No,Andorra,18279
16210,2,Best over ten.,No,Austria,5880
6468,8,Between shake guy admit.,No,Somalia,16187
1108,9,Fill news authority.,Yes,Lao People's Democratic Republic,6431
661,8,Evidence try instead land.,No,Azerbaijan,13642
8660,8,Hair nice nearly.,No,Costa Rica,10374
9512,1,House generation into.,Yes,Reunion,6580
18981,6,Laugh lead price reach.,No,Somalia,2513
3058,9,Return lay truth score wear.,No,Cocos (Keeling) Islands,3551
15037,6,Water green parent who.,No,Mayotte,12284
14600,8,Interesting have join.,No,Pitcairn Islands,4086
18450,1,National fine still I.,No,Reunion,17368
10599,9,Fast contain low.,No,Belgium,1358
3478,5,Media manage seek.,No,Guam,4128
18950,2,Woman author growth response.,Yes,Marshall Islands,13932
9086,2,To whom personal night.,No,Andorra,12039
18672,6,Father city area institution.,Yes,United Kingdom,5408
537,1,Hotel hour affect woman.,Yes,Uzbekistan,2441
17031,7,Speak maybe similar Democrat.,No,Swaziland,15907
1300,3,Hit direction fire.,No,Equatorial Guinea,6052
10230,1,Four decide despite.,No,Guam,11399
10609,3,Assume future happy stuff.,No,French Polynesia,344
10362,7,Design news later adult.,No,Fiji,88
13941,6,Sense toward dinner provide.,No,Panama,19297
13085,9,Operation national those.,No,Gambia,119
14961,3,Test he assume play consider.,No,Cocos (Keeling) Islands,10733
14900,9,Deep firm develop.,Yes,Liberia,12548
18291,6,Shake scene suggest.,No,United States Virgin Islands,5741
14540,5,Bag statement old but event.,No,Lao People's Democratic Republic,3014
12881,9,Law talk me clear.,Yes,Netherlands,10166
19620,6,As who stay sign able forget.,No,North Macedonia,3320
1212,6,Much its particular official.,No,Niger,136
6306,3,Low represent store easy law.,No,Latvia,3829
5514,3,Where rise heavy fast big.,Yes,Guinea,2413
9429,1,Bed five those all.,No,Saudi Arabia,38
6339,8,Decade boy little radio.,No,Congo,13679
8031,2,Leg camera admit those such.,No,Mexico,11424
8084,6,Guess floor finally trial.,No,Bahrain,15245
4879,6,Cover girl TV set.,No,El Salvador,3078
19638,8,See suddenly include firm.,No,Taiwan,1752
14006,1,Machine often once not.,No,Swaziland,17317
1118,4,Agreement require party.,No,Vanuatu,17136
10760,4,Mrs teacher fact goal heavy.,No,Comoros,13854
2904,5,Brother popular scientist.,No,Maldives,1502
4298,8,Member care interest court.,No,Canada,581
5721,4,Image finally control clear.,No,Kiribati,18607
5661,9,Spend throw learn.,No,Northern Mariana Islands,19014
19609,6,Employee let finally.,No,Paraguay,6857
5882,4,Cause agency anyone rate.,Yes,Sweden,10452
2805,9,Partner do reduce not off PM.,No,Liechtenstein,530
17743,8,I seek with tell.,No,Iraq,10710
19988,2,Know find like buy worker.,Yes,Guatemala,1547
19241,4,Plan require recognize.,No,Lithuania,14011
18639,2,Foreign woman card herself.,No,Turkmenistan,7682
7264,6,Pretty reality police exist.,No,Ethiopia,6528
18305,6,Tonight left enough.,No,Central African Republic,10435
10800,1,To today thus.,No,Philippines,16080
490,2,Cost out win learn.,Yes,Reunion,17986
12329,6,Training beyond glass must.,No,San Marino,10384
10057,7,Available way meet.,No,Ireland,19809
16118,8,Big will build.,Yes,Solomon Islands,4036
4947,6,Owner us leg break compare.,No,Greece,16076
16201,8,Military agreement seem.,No,Turkey,609
5267,4,Fly at rest story.,No,Burkina Faso,928
3852,8,Tonight toward allow.,No,Malaysia,11509
9002,2,Director even you near.,No,Ukraine,8940
7863,6,Show teacher lay rest.,No,Anguilla,8013
9133,9,Bit speech blood end.,Yes,Albania,8200
17653,1,Yet trial interview.,No,Costa Rica,18391
19857,6,Return radio central very.,No,Bouvet Island (Bouvetoya),3492
10914,5,Central eight for face field.,No,Senegal,13109
10813,5,View single better.,No,Tunisia,12600
11319,5,Wonder some person expect.,No,North Macedonia,3142
1203,1,Prove alone spend meet west.,No,Hong Kong,5012
7269,2,Rise strong country language.,No,Austria,16317
17014,1,Defense rock focus nature.,No,Israel,6380
6471,3,Consider us customer.,Yes,Kazakhstan,14146
15970,2,Approach necessary consumer.,No,Turkmenistan,13466
36,6,Rest no form.,No,Eritrea,13127
2985,7,Whom despite smile fish.,Yes,Taiwan,12057
5486,5,Growth suddenly as marriage.,No,Germany,1999
14208,2,Fly including write.,Yes,Mayotte,12971
3490,7,Tonight painting road walk.,Yes,Qatar,16775
15393,1,Race spring bank can.,No,Azerbaijan,805
8775,4,Total start purpose language.,No,Cayman Islands,12819
11689,5,Of prevent example.,No,Pakistan,13180
16813,1,Page draw at field why.,Yes,Tajikistan,6153
17809,3,Society statement truth lot.,No,El Salvador,3034
2266,6,Still operation threat line.,No,Ethiopia,10768
19871,7,Local woman sound side.,No,Mongolia,7568
15917,3,Design various left.,No,Sao Tome and Principe,4044
19572,7,Mind listen yes.,Yes,Iran,850
8915,1,Feel can answer current.,No,Solomon Islands,8791
4907,5,Term offer bag writer give.,No,Guernsey,4952
1372,7,North even compare.,No,Ecuador,2343
5429,7,Range now reason.,No,Congo,15558
19643,7,Determine early agree.,No,Hong Kong,7416
4194,2,Agent mind relate site.,No,United States Minor Outlying Islands,11721
637,4,Heavy company these big pick.,No,Saint Martin,1572
7136,7,Difficult recent degree town.,Yes,Australia,10905
6539,3,Heart myself leg ago.,No,Morocco,3718
16839,7,Left effort artist us.,Yes,Dominica,6168
4151,9,We history enjoy wall.,Yes,French Southern Territories,2168
6706,9,Size serve idea book peace.,No,Uruguay,10581
11525,5,Similar grow political order.,No,Finland,8180
15072,4,Ground likely letter.,No,Bermuda,18190
7632,1,Concern to half group.,No,Taiwan,11765
998,6,Part summer score that.,No,Armenia,3890
8788,4,Fine later could.,No,Congo,5245
11120,5,Produce section their.,No,Austria,15949
15245,5,That trade but own response.,No,Mauritius,85
8566,4,Maybe third feel not.,No,Morocco,4914
13416,2,Would can drive force.,No,Germany,17390
3315,4,Help democratic long become.,No,Burundi,1831
303,8,Order fast feeling their.,Yes,Armenia,8594
9730,3,Soon agent cut why protect.,No,Mozambique,9389
2999,7,My cold give allow thing.,No,Algeria,3917
11880,4,Rate discover other much.,No,Zimbabwe,39
6816,3,With sign them.,No,Iran,13872
12698,9,Member pass same exactly.,Yes,Moldova,13734
15428,1,Arrive kind level bit.,No,Estonia,13585
17285,6,Reflect great expect.,No,Tokelau,13039
18775,3,Special onto industry blue.,Yes,Greenland,7122
10847,4,Source our seem position.,No,Rwanda,18474
5683,4,General seat buy now.,No,Luxembourg,17113
10397,7,Pick thus new time sure.,No,Tunisia,10285
10080,9,Nearly deep prove finally.,No,Lebanon,13798
3827,4,Wait a stage likely.,Yes,Saint Helena,170
17456,3,Politics owner do argue.,No,Burkina Faso,6110
5852,7,Finish get ok peace imagine.,No,Lesotho,14696
8362,9,Main theory give board.,No,Belarus,7824
19226,9,Sure full at performance.,No,Svalbard & Jan Mayen Islands,4985
11419,2,Pressure almost similar life.,Yes,Northern Mariana Islands,3797
17635,3,General me follow case.,No,Mauritania,13717
6993,2,People market such two.,Yes,Sweden,4218
10153,1,Politics wish without.,Yes,Gambia,4172
5117,8,Billion design campaign.,Yes,Nepal,14702
3381,2,Simple the down will.,No,Spain,13659
13718,7,Down month admit him would.,No,Philippines,1603
6477,9,Material side serious at dog.,No,Saint Vincent and the Grenadines,4138
5872,1,Contain student right later.,No,Djibouti,9803
11411,6,According box discuss method.,No,El Salvador,6239
12570,8,Medical old game lot final.,No,Papua New Guinea,14910
914,7,Pay police design.,No,Chile,17225
2171,9,Improve increase help.,Yes,Sudan,164
1826,3,Arm owner street TV no.,No,Ghana,13589
5256,7,Ever stay candidate.,No,Macao,914
8328,4,All member street.,No,Guatemala,4473
2340,5,Food eat rest left.,No,Lebanon,17231
3951,9,Machine mission own north.,Yes,Tanzania,9111
3842,2,Glass young mind success.,No,Faroe Islands,10604
14366,8,Push left meeting town lot.,No,Bosnia and Herzegovina,14097
1902,6,Suffer language ask.,No,Vanuatu,5523
17130,2,Would finish continue church.,No,Philippines,16519
16811,9,Industry tree off keep ever.,No,Cyprus,371
9400,7,At bad money per thing.,No,Botswana,7620
1868,8,Foreign near fear dog word.,No,Central African Republic,19319
17463,7,Since lead area.,No,North Macedonia,4127
4173,4,Lose big discover grow.,No,Australia,5903
1523,2,Result back others.,No,Niue,5105
12709,8,Wear single let today push.,No,Benin,2429
13780,7,Create book scene.,Yes,Uzbekistan,9797
4017,5,Strong bed hit station bank.,Yes,Guinea-Bissau,1224
14042,6,Rest include follow.,Yes,Mauritius,17908
18015,3,Well true happen us long.,No,Slovenia,10277
7686,2,Occur board walk push.,No,Montenegro,11004
2245,9,Choose moment six ok pretty.,No,Bosnia and Herzegovina,9700
4157,9,Get over affect research.,Yes,Mexico,11876
18007,5,While some necessary if.,No,Costa Rica,11043
15191,9,Music defense put soon.,No,Iraq,2847
15052,9,Sort tend national.,No,Suriname,15093
7375,9,Area natural check.,No,Puerto Rico,10319
4054,1,Than friend pay rule.,No,Sierra Leone,2844
15389,1,Television whole he food.,Yes,French Polynesia,18073
4021,9,Word left knowledge degree.,Yes,Niue,13452
11202,9,How ahead he gas.,No,Bermuda,18678
2927,6,Dream design be challenge.,Yes,Jordan,15233
3116,6,Drive give thank.,No,Czech Republic,14245
85,3,Travel beat himself type.,Yes,Lao People's Democratic Republic,9692
4099,6,Leave course cut stay low.,No,Christmas Island,18884
15197,1,Hour beautiful standard.,No,Monaco,10701
3,7,Camera could likely.,No,Mauritius,7339
17860,8,Public ten Congress girl.,Yes,Reunion,1895
9511,7,Card dog in north learn.,No,Solomon Islands,16137
2651,1,My travel capital treat wear.,No,Iceland,11564
9633,1,Plan reality what once.,Yes,Andorra,55
3537,1,Power call while price.,No,Rwanda,4642
4340,1,Act go Mr.,No,Israel,8774
12159,5,Very hundred ask leader.,Yes,Zambia,2821
15775,3,Tell pressure that just.,No,Kuwait,13366
16349,6,Fight use fly cold same.,No,United Kingdom,4455
643,7,Red hard explain job company.,No,Pitcairn Islands,17788
183,3,After store discussion cell.,Yes,Myanmar,15818
15857,2,Television coach generation.,No,Korea,17243
10010,1,Try baby sell our.,No,American Samoa,15264
3169,5,Model mother once girl.,No,Slovenia,13070
13318,2,Until couple spring common.,No,New Zealand,17648
13363,7,Join use beyond chance later.,No,Guadeloupe,5480
17117,3,White leave first.,No,Bouvet Island (Bouvetoya),6490
4784,1,Line stage eat wrong.,No,Tonga,6552
4903,8,Network my really feel among.,Yes,Hungary,12970
6103,1,Wall yard success sport.,No,Swaziland,1081
16936,8,Interview bill need leave.,No,Niger,1141
7787,2,Upon tough down have.,Yes,Saudi Arabia,16731
8305,9,Entire run activity.,No,Slovenia,5258
7233,3,Wear hold admit history your.,No,Comoros,2221
5122,3,Window add cold really.,No,Portugal,12074
17366,4,On assume system project.,No,Norway,11995
9392,9,Traditional this sell.,No,Guadeloupe,9475
13382,8,Ball option nor perhaps.,No,Guatemala,19304
14134,6,Seek or evening face.,No,Trinidad and Tobago,18239
7794,4,Election role mother against.,No,Falkland Islands (Malvinas),14805
4074,9,Left area strategy better.,Yes,Madagascar,12429
16942,8,Test behind community.,Yes,Monaco,4189
18884,9,Magazine child deep.,No,Christmas Island,8220
14939,5,Push sit their.,Yes,Cote d'Ivoire,2581
4475,3,Close future alone paper.,Yes,Uruguay,2628
6044,9,Four have husband part.,No,Lesotho,4134
7994,2,Set dinner energy economic.,No,Albania,6557
16607,3,Stock on draw play read.,No,Bolivia,18989
16104,1,Lose fall director we.,Yes,Cayman Islands,3549
12212,2,Story TV kid according.,No,Kenya,6003
17431,1,Bed organization letter.,No,Bermuda,4135
10446,4,Mrs month but response.,No,El Salvador,18145
7244,9,Clearly reveal write summer.,No,Guyana,1607
18159,4,Kind certainly important.,No,Anguilla,3143
3590,8,Every do anything.,No,Isle of Man,6004
5677,9,Near rock store.,No,Falkland Islands (Malvinas),3909
4144,7,Keep reach trip easy.,Yes,Norway,14323
3910,5,Would during skill father.,No,Qatar,11990
9363,7,Time just once clearly deep.,Yes,Lebanon,10453
11335,3,Total loss up here.,No,Gibraltar,18344
17958,1,Stand and rather.,No,Tuvalu,5280
13792,8,Culture edge day black.,No,Kiribati,14217
7751,1,Trial kid thus.,Yes,Saint Pierre and Miquelon,19302
4488,2,Peace give dinner late.,No,Switzerland,15315
732,7,There boy tend common.,No,Jordan,16250
6255,6,Up their prepare stage.,No,Estonia,9065
